5	-11	-4
83	-48	-33
159	-149	-92
107	-170	-96
135	-209	-121
96	-192	-115
105	-202	-109
86	-185	-85
111	-179	-113
93	-177	-103
84	-192	-100
83	-188	-107
77	-188	-101
73	-192	-109
78	-196	-109
82	-188	-113
66	-181	-100
79	-196	-96
75	-185	-93
69	-196	-93
67	-195	-103
70	-183	-105
56	-184	-89
68	-198	-103
71	-180	-104
67	-181	-86
72	-196	-91
59	-181	-90
64	-192	-110
57	-188	-107
44	-191	-102
66	-191	-97
59	-184	-105
68	-197	-95
68	-187	-101
64	-188	-105
52	-182	-93
59	-187	-114
53	-188	-96
56	-158	-102
53	-198	-101
60	-175	-90
59	-190	-99
41	-184	-95
45	-185	-93
58	-183	-96
54	-187	-115
55	-176	-96
63	-201	-97
50	-187	-97
49	-175	-92
41	-184	-88
58	-183	-100
61	-181	-108
50	-197	-115
64	-182	-105
50	-179	-97
49	-191	-106
58	-180	-108
59	-189	-107
58	-186	-107
45	-178	-92
45	-187	-90
53	-180	-95
44	-153	-80
62	-196	-89
49	-195	-99
49	-183	-113
45	-182	-102
41	-185	-91
48	-188	-91
42	-194	-98
54	-192	-99
45	-191	-88
44	-189	-96
41	-173	-96
49	-189	-87
59	-186	-98
30	-165	-85
58	-203	-112
50	-169	-87
36	-175	-48
51	-188	-91
67	-197	-110
45	-186	-97
33	-159	-79
54	-186	-95
41	-196	-96
33	-188	-92
32	-181	-88
37	-191	-100
52	-191	-97
50	-180	-110
51	-176	-100
22	-175	-85
-32	-116	-55
-87	-37	40
-97	0	13
-89	-13	2
-70	-13	1
-54	-18	-10
-46	-29	3
-54	-11	-1
-47	-19	0
-37	-10	-2
-44	-14	-2
-41	-9	1
-32	-14	1
-26	-14	-1
-36	7	-20
-16	-8	5
-25	-6	-16
-31	-6	-16
-30	1	-14
-17	-13	-11
-27	-11	-10
-31	6	-9
-38	-13	-8
-26	-29	-9
-26	-23	-22
-31	-14	-5
-21	-5	-9
-25	-3	1
-21	-18	50
-17	-19	-15
-22	-17	-5
-33	-12	2
-10	-16	8
-17	-4	8
-13	-10	-7
-12	-20	-2
-13	-14	-1
-7	-16	-1
-14	0	7
-13	-15	-2
-8	-5	-9
-2	-3	-11
-18	-5	3
-1	-18	-6
-9	-23	-4
-23	-5	-2
-14	-6	-7
-20	-1	0
3	-6	1
3	-8	-3
-10	-4	-13
-9	-10	-9
-12	3	7
-7	-22	-4
-14	-2	-3
-4	-11	-2
-1	-1	-9
2	-16	8
4	-9	-13
-8	-12	3
-7	3	2
-14	-19	3
-2	-1	-6
-12	-2	20
3	-11	7
-9	-12	-1
1	-13	11
-2	-9	-3
-6	-19	-12
-8	-21	-13
3	-16	-5
5	-27	-5
-4	13	-15
6	-13	12
11	-18	-2
8	-15	-17
-17	-22	-14
-4	-17	-11
-6	-18	-3
-7	-12	-2
-1	-13	1
-1	-11	0
2	-16	1
-5	-18	-6
6	-9	-10
-14	-16	-5
-10	-7	-3
-4	-12	-4
9	-8	-1
3	-15	0
4	-22	-11
1	-8	-3
-4	-9	2
2	5	-10
3	-18	7
7	-9	-4
6	-11	-3
-1	-5	-6
10	-18	18
-1	-5	0
-6	-12	-5
4	0	-10
5	-9	-11
190	-61	-43
373	-126	-108
352	-213	-116
253	-178	-101
353	-198	-98
295	-190	-106
299	-201	-105
289	-189	-115
280	-193	-119
263	-195	-114
255	-199	-114
270	-200	-110
286	-210	-114
270	-201	-104
269	-190	-104
247	-197	-111
257	-201	-108
244	-197	-111
270	-187	-114
261	-181	-106
268	-215	-116
218	-207	-100
218	-192	-115
223	-186	-108
247	-196	-116
221	-208	-101
243	-205	-110
219	-198	-87
233	-179	-105
227	-195	-111
236	-190	-108
226	-189	-115
227	-192	-110
231	-207	-108
220	-201	-101
229	-199	-119
220	-200	-109
213	-201	-119
227	-208	-112
217	-187	-111
217	-197	-110
221	-191	-108
227	-203	-104
215	-199	-118
227	-194	-105
226	-189	-106
233	-186	-103
222	-185	-116
211	-179	-102
224	-198	-112
223	-203	-110
222	-196	-107
218	-199	-107
207	-190	-113
208	-190	-118
214	-189	-108
212	-165	-104
206	-183	-113
216	-192	-110
200	-192	-109
212	-183	-111
202	-178	-114
221	-187	-118
214	-185	-107
201	-189	-113
213	-186	-103
213	-196	-104
215	-186	-104
210	-190	-118
207	-197	-103
202	-192	-102
195	-191	-118
210	-187	-101
188	-192	-114
237	-195	-119
124	-172	-100
226	-215	-104
207	-199	-119
165	-191	-81
182	-186	-109
204	-192	-105
220	-187	-99
204	-179	-101
205	-189	-117
208	-190	-103
176	-179	-100
205	-174	-108
213	-198	-111
174	-189	-100
188	-179	-114
197	-193	-109
170	-176	-106
-143	-23	-8
-152	-13	0
-136	-4	1
-103	-13	-3
-93	-18	-5
-98	-5	3
-82	-13	-9
-79	-8	-8
-77	8	13
-77	-12	-13
-63	-8	-4
-65	-4	-6
-65	-11	-1
-76	-6	-6
-62	-6	-12
-65	-12	-14
-52	-10	4
-46	-5	4
-49	-2	-2
-48	-1	-7
-37	-1	-10
-44	-9	-8
-48	2	2
-35	-14	-6
-43	-11	0
-37	-18	-3
-25	-11	-13
-27	-11	4
-29	-2	-15
-31	-7	-2
-31	-7	-7
-38	-10	-3
-31	-14	-9
-33	-10	-2
-32	-13	-12
-36	-7	-15
-26	7	8
-30	-12	4
-28	-7	0
-23	8	-4
-21	-18	6
-29	-8	-4
-24	-8	-8
-21	-3	2
-21	-14	-4
-19	-11	-9
-21	-8	-11
-18	-11	-1
-24	-5	-7
-41	-15	-1
-19	-15	-8
-28	-13	-3
-27	-7	-4
-20	-13	-5
-26	-16	-6
-23	-18	-8
-17	-12	-10
-18	-8	4
-15	9	-9
-31	-5	1
-18	-19	-6
-18	-4	-9
-15	-10	-10
-21	-2	-8
-17	-11	9
-26	-16	-8
-17	-6	-6
-15	-11	7
-20	-4	-11
-19	-6	-7
-27	-3	-18
-20	-10	-23
-23	-18	-11
-21	-7	-6
-13	-9	-2
-24	-9	-15
-19	-14	-4
-18	-6	-17
-26	-7	-10
-18	3	-8
-19	20	10
-20	-8	-13
-20	-4	-14
-25	-6	-1
-25	-14	-8
-15	-5	-19
-15	9	-11
-17	8	-6
-7	-5	8
-18	-7	-8
-10	-16	-5
-14	0	-6
-12	-18	-9
-15	-4	-6
-23	-10	-11
-20	-13	-17
-9	-13	-12
-22	-18	-12
393	-104	-63
455	-189	-93
577	-189	-128
507	-195	-120
531	-191	-96
555	-203	-108
530	-210	-114
512	-201	-115
475	-205	-105
488	-199	-117
466	-193	-112
493	-187	-105
493	-205	-114
476	-197	-114
472	-182	-106
463	-190	-113
476	-210	-120
471	-202	-106
483	-204	-120
413	-191	-120
492	-212	-120
430	-200	-119
453	-208	-115
446	-193	-121
446	-208	-125
433	-194	-112
434	-209	-127
417	-199	-100
425	-193	-108
433	-201	-124
426	-189	-120
429	-202	-111
426	-200	-112
427	-198	-122
419	-196	-109
434	-208	-128
414	-194	-95
426	-196	-96
426	-193	-108
418	-193	-75
423	-201	-104
418	-175	-100
404	-192	-97
422	-191	-115
423	-190	-96
412	-201	-115
431	-190	-124
420	-192	-106
407	-193	-94
409	-195	-110
416	-198	-106
433	-195	-106
407	-198	-105
418	-201	-109
413	-207	-106
404	-195	-103
396	-196	-107
403	-188	-120
409	-191	-107
404	-193	-108
421	-186	-114
408	-192	-109
419	-195	-113
417	-199	-109
408	-196	-103
414	-208	-108
404	-200	-113
407	-197	-109
402	-199	-110
406	-200	-114
402	-197	-103
413	-197	-113
409	-189	-101
355	-186	-96
462	-198	-131
354	-176	-114
370	-185	-108
397	-196	-114
375	-183	-84
382	-170	-117
444	-207	-119
421	-199	-112
389	-197	-114
381	-185	-102
391	-204	-107
388	-195	-116
367	-184	-109
359	-189	-105
370	-198	-105
366	-200	-118
-77	-64	-25
-256	-12	4
-226	0	-2
-194	1	-3
-159	-2	-1
-154	-2	-3
-145	3	-2
-125	12	-1
-134	-5	-19
-121	-2	-8
-111	11	-8
-116	7	-1
-99	7	-4
-96	-9	-19
-97	7	-15
-97	4	6
-88	8	4
-82	16	12
-84	-8	-17
-83	-7	-6
-70	-1	-4
-63	-7	3
-64	4	-1
-63	3	8
-55	12	21
-61	-5	-3
-61	7	-1
-60	-4	-6
-74	2	-5
-65	-9	-5
-61	5	-7
-47	-8	-7
-61	2	-1
-58	-10	4
-53	3	-2
-47	-4	1
-57	2	-13
-61	-3	5
-54	-5	1
-45	-12	5
-55	-8	-10
-48	-6	2
-45	-6	-12
-50	-4	11
-50	-6	3
-49	-5	2
-49	-2	-3
-53	-10	1
-49	-9	-5
-47	-3	-19
-49	-5	-23
-41	-7	-1
-41	-9	-20
-40	-12	-18
-41	7	-13
-44	-1	-12
-31	-10	-17
-43	-6	-10
-49	0	-12
-49	23	6
-45	-3	4
-33	-11	1
-44	0	56
-52	-6	2
-37	3	0
-37	-9	0
-40	4	0
-42	-12	-8
-25	-1	-3
-48	-6	3
-48	-12	-9
-26	-15	-16
-36	-13	10
-24	-13	2
-32	-5	-7
-37	-9	2
-33	23	-14
-30	-3	-3
-40	-6	1
-29	-2	-7
-44	-8	-4
-39	-7	4
-31	-12	-9
-26	-7	-6
-29	-19	49
-29	-10	-10
-28	-10	-9
-29	-8	-8
-29	-14	-12
-36	-8	-2
-35	-7	-4
-32	-14	-16
-30	-9	-3
-28	-14	-21
-19	-13	-7
-31	-10	-3
-14	-6	-13
-34	-5	-15
-19	-7	-2
104	-25	-10
692	-142	-146
992	-223	-134
735	-233	-136
759	-212	-130
832	-213	-119
783	-200	-114
771	-209	-96
858	-214	-121
810	-204	-106
756	-202	-105
763	-202	-111
748	-211	-108
741	-204	-115
737	-203	-115
764	-206	-121
711	-217	-119
728	-200	-121
714	-204	-121
668	-185	-112
718	-202	-105
693	-190	-111
679	-175	-108
691	-198	-118
693	-195	-113
712	-207	-108
689	-200	-120
674	-212	-108
695	-189	-106
659	-188	-114
677	-201	-113
669	-209	-103
677	-200	-110
688	-199	-117
677	-198	-121
675	-191	-112
667	-203	-113
654	-203	-104
671	-188	-94
661	-185	-107
668	-193	-119
658	-190	-105
647	-188	-115
657	-199	-106
650	-194	-113
659	-192	-114
660	-202	-123
674	-199	-119
658	-187	-105
656	-208	-111
666	-202	-111
632	-191	-113
649	-194	-116
655	-174	-106
648	-197	-119
647	-200	-112
643	-188	-107
641	-192	-115
647	-197	-117
651	-196	-123
642	-188	-107
638	-198	-113
639	-192	-114
635	-178	-108
646	-208	-123
635	-197	-122
643	-206	-119
650	-193	-113
650	-201	-122
646	-197	-118
633	-191	-108
626	-196	-121
642	-203	-120
526	-190	-110
555	-182	-112
581	-193	-108
571	-190	-101
614	-193	-116
603	-190	-114
606	-193	-140
558	-182	-110
635	-206	-114
671	-211	-119
648	-195	-133
556	-181	-104
588	-187	-110
631	-192	-127
583	-195	-109
574	-192	-101
609	-204	-126
408	-161	-83
-164	-51	-20
-321	-4	2
-292	23	-6
-250	-7	2
-215	10	7
-208	0	2
-192	-5	-2
-190	-1	13
-179	8	2
-183	6	-12
-170	5	2
-148	3	2
-145	1	-2
-138	-3	-12
-128	-9	-22
-127	15	-17
-128	6	-11
-126	11	1
-103	0	15
-112	3	-19
-116	7	-9
-93	8	-9
-90	3	-5
-93	10	-15
-111	5	13
-98	-3	-10
-108	-6	-4
-92	1	2
-98	7	-21
-85	7	-23
-86	24	-11
-92	16	-16
-92	-12	-13
-102	0	-13
-84	4	-3
-84	2	-13
-73	-2	-8
-83	-21	-10
-85	-8	-14
-67	-8	4
-87	-7	-10
-77	-19	-7
-71	-7	-11
-68	-5	-14
-67	-4	-5
-69	5	10
-57	2	-12
-54	1	-3
-54	2	-13
-64	-9	-13
-66	-10	-4
-65	-6	-6
-65	-1	-8
-65	-5	13
-69	-4	-6
-61	-3	2
-60	-15	19
-67	-6	-3
-64	1	-10
-52	6	-9
-55	3	-10
-49	7	-3
-42	-10	-14
-60	-2	-12
-56	-1	-9
-60	4	-11
-53	-1	-12
-48	-12	-7
-39	-7	-2
-48	-2	5
-46	-5	-7
-45	-16	-8
-48	-13	8
-45	-2	5
-47	1	-13
-41	-5	1
-47	-8	-5
-35	-13	-14
-45	-10	0
-47	-7	-9
-47	-1	-14
-49	7	15
-38	4	1
-46	-4	-6
-46	-8	-7
-38	15	27
-40	-15	-13
-50	-22	-18
-40	-7	-8
-34	-15	-11
-39	1	-6
-39	1	-2
-44	-19	-16
-41	-8	-8
232	-49	-38
1479	-240	-151
1205	-170	-115
1333	-225	-157
1237	-212	-135
1103	-181	-126
1086	-188	-137
1041	-199	-119
1027	-198	-123
1035	-189	-117
1062	-186	-130
1060	-203	-130
1024	-198	-119
1054	-199	-133
1027	-211	-128
987	-185	-128
980	-196	-129
925	-180	-120
967	-199	-123
1006	-194	-119
966	-191	-125
945	-181	-121
945	-189	-125
961	-193	-135
968	-196	-124
958	-192	-117
962	-184	-122
955	-192	-137
939	-185	-124
935	-183	-131
944	-190	-122
934	-178	-131
930	-186	-99
934	-185	-117
928	-160	-115
936	-175	-109
909	-184	-127
918	-182	-131
928	-169	-130
929	-185	-123
905	-174	-116
956	-185	-130
903	-181	-128
943	-185	-117
954	-179	-128
899	-152	-118
911	-172	-126
913	-190	-122
911	-176	-126
911	-182	-116
903	-177	-130
909	-180	-134
917	-180	-113
908	-175	-133
879	-186	-124
900	-197	-117
902	-180	-119
889	-169	-126
893	-166	-121
881	-177	-131
897	-175	-115
881	-182	-110
903	-167	-111
888	-170	-124
895	-185	-120
878	-172	-116
901	-179	-108
991	-188	-119
767	-140	-107
792	-166	-122
912	-174	-110
892	-179	-113
835	-144	-117
848	-186	-118
825	-169	-113
881	-179	-128
867	-156	-116
804	-163	-99
854	-164	-133
934	-187	-123
834	-171	-115
877	-181	-126
781	-177	-112
-378	17	7
-311	19	1
-293	30	-5
-263	9	-6
-255	8	-2
-229	13	-11
-230	21	-4
-201	16	-13
-200	9	-10
-205	10	-9
-199	10	-10
-179	16	-7
-169	2	-10
-164	4	-9
-146	9	-16
-161	4	-4
-151	7	-5
-158	5	-16
-143	28	-17
-145	15	-10
-125	20	-3
-121	15	-6
-131	13	-10
-129	7	-1
-124	11	-7
-128	24	15
-127	37	-9
-130	43	-13
-104	4	-15
-118	11	-3
-122	-1	-15
-110	3	-4
-92	4	-7
-106	13	-16
-115	11	-1
-115	7	-4
-103	8	-21
-110	0	-14
-111	-2	-3
-114	-1	-16
-109	11	-8
-105	4	-19
-101	12	-15
-96	2	-8
-95	8	-12
-100	-4	-21
-99	0	-1
-104	-4	-13
-96	14	-5
-95	12	-13
-85	-1	0
-74	5	-14
-78	-3	-12
-68	11	-16
-69	-14	-11
-76	14	-13
-75	0	-7
-72	10	-6
-68	12	-15
-76	-4	-7
-69	-3	-12
-83	-7	-14
-73	-11	-16
-69	-7	-11
-71	-1	-11
-77	-8	-10
-72	-2	-9
-67	-9	-12
-77	2	-16
-72	-1	4
-72	1	-13
-72	-5	-10
-63	-9	-18
-79	-2	-1
-65	-1	-10
-69	3	3
-63	-6	-22
-76	11	-19
-61	13	-18
-62	-10	-18
-58	7	-20
-63	-10	-20
-69	-11	-14
-74	-3	-13
-55	-9	-7
-61	2	-21
-54	4	-19
-51	-5	-2
-60	-10	-15
-57	0	2
-57	-6	-5
-67	-3	-14
-62	-9	-16
-54	18	-11
-64	-7	-11
-64	1	-6
-52	-12	-26
-52	11	-5
-61	-9	-19
-65	8	-20
-66	-7	-20
-13	-8	-22
1334	-151	-139
1886	-216	-158
1482	-184	-144
1490	-193	-128
1546	-178	-118
1410	-185	-131
1385	-160	-107
1357	-168	-121
1368	-169	-140
1284	-150	-92
1319	-176	-130
1290	-167	-138
1284	-164	-129
1280	-143	-126
1339	-163	-139
1267	-145	-100
1242	-138	-120
1210	-155	-129
1275	-179	-130
1227	-167	-132
1285	-164	-124
1168	-160	-123
1154	-155	-124
1169	-152	-120
1273	-171	-138
1265	-166	-129
1193	-156	-140
1159	-158	-128
1185	-147	-123
1227	-154	-138
1195	-151	-120
1185	-147	-128
1201	-157	-128
1201	-149	-122
1194	-158	-132
1190	-153	-128
1194	-155	-117
1175	-156	-122
1182	-139	-119
1189	-154	-126
1192	-153	-123
1185	-150	-126
1184	-145	-126
1184	-149	-131
1172	-150	-136
1186	-151	-136
1168	-149	-124
1172	-136	-130
1163	-150	-128
1162	-151	-137
1201	-157	-139
1168	-157	-125
1171	-142	-124
1154	-153	-121
1175	-148	-128
1182	-135	-117
1169	-153	-138
1166	-145	-137
1163	-145	-134
1153	-140	-135
1159	-151	-132
1162	-132	-122
1163	-150	-141
1147	-138	-125
1151	-136	-135
1157	-147	-129
1145	-135	-133
1136	-145	-135
1161	-131	-134
1147	-135	-139
1148	-138	-136
1152	-147	-126
1140	-145	-136
1108	-126	-123
1197	-140	-149
1028	-131	-126
1047	-158	-126
1156	-136	-136
1176	-143	-133
1171	-152	-131
1032	-129	-122
1164	-164	-118
1129	-136	-133
1122	-134	-137
1076	-128	-142
1176	-130	-122
1067	-131	-138
1035	-117	-118
1130	-146	-129
-363	25	-4
-419	43	-17
-319	43	-16
-307	34	-8
-283	26	-16
-255	29	-24
-263	36	-13
-239	25	-5
-224	33	4
-229	44	-16
-216	26	-11
-211	15	-6
-196	27	-8
-192	27	1
-191	20	-7
-184	16	49
-187	25	-2
-178	35	-22
-176	26	-17
-165	21	-7
-165	17	-1
-168	26	-20
-153	31	-9
-157	24	-11
-157	18	-13
-142	14	-11
-161	24	-13
-140	25	-5
-143	14	-13
-137	8	-5
-130	19	-17
-121	17	-10
-128	27	-2
-131	9	-12
-128	13	-15
-137	20	-3
-115	28	-3
-111	24	-4
-118	14	-12
-118	17	-17
-120	19	-20
-117	10	-4
-116	8	-22
-111	24	-12
-117	4	-3
-108	-2	-11
-105	8	-17
-110	13	-13
-94	11	-2
-118	18	-5
-110	27	-9
-102	20	-16
-105	10	-21
-95	8	-31
-82	12	-9
-95	3	-19
-101	4	-12
-100	2	-10
-88	-10	3
-99	9	-19
-78	25	-6
-88	4	-23
-98	17	-13
-104	-4	-19
-96	5	-13
-88	-1	-5
-89	2	-11
-92	11	11
-86	12	-14
-92	-2	-6
-98	8	-3
-91	22	-30
-87	0	-8
-84	4	-13
-88	12	-6
-82	0	-14
-92	-1	-12
-82	0	-1
-82	-2	-22
-86	0	-16
-85	-2	-22
-84	5	-13
-77	1	-11
-85	-1	-15
-80	-4	-17
-80	4	-13
-73	-3	-8
-84	-1	-5
-81	1	-12
-77	2	-2
-86	0	-20
-74	14	-8
-74	-13	-14
-78	-4	-15
-89	-30	-22
-67	-6	-24
-75	-16	-10
-64	7	-24
-61	-6	-3
50	-102	-119
1847	-159	-154
1928	-159	-158
1670	-132	-153
1646	-122	-145
1557	-122	-148
1520	-107	-136
1505	-129	-141
1517	-104	-138
1546	-100	-142
1514	-100	-130
1512	-114	-141
1519	-101	-140
1465	-77	-137
1472	-95	-135
1529	-98	-152
1499	-107	-135
1449	-94	-141
1451	-109	-134
1432	-95	-123
1454	-99	-152
1446	-100	-139
1442	-95	-147
1457	-98	-134
1443	-93	-152
1415	-85	-144
1442	-86	-155
1437	-90	-155
1428	-98	-145
1427	-86	-135
1435	-87	-148
1425	-96	-153
1421	-75	-153
1407	-79	-144
1410	-86	-137
1409	-83	-141
1411	-85	-154
1398	-82	-148
1402	-93	-138
1406	-89	-147
1398	-82	-147
1417	-91	-139
1466	-99	-146
1404	-89	-142
1395	-87	-155
1432	-87	-127
1418	-86	-144
1400	-84	-138
1428	-70	-141
1431	-79	-155
1401	-93	-134
1389	-78	-149
1395	-75	-112
1405	-82	-144
1394	-84	-136
1401	-82	-141
1392	-72	-141
1411	-75	-139
1405	-76	-142
1395	-67	-134
1389	-75	-136
1405	-78	-148
1392	-84	-151
1376	-76	-141
1382	-74	-115
1381	-51	-136
1384	-80	-136
1378	-74	-144
1380	-71	-136
1394	-85	-93
1385	-67	-145
1529	-83	-160
1239	-56	-122
1315	-72	-127
1421	-75	-130
1358	-66	-149
1282	-68	-132
1361	-72	-146
1306	-65	-135
1309	-62	-133
1360	-64	-130
1335	-73	-145
1329	-68	-135
1277	-68	-132
1374	-73	-149
1353	-81	-134
1281	-74	-135
-436	84	-2
-433	74	-4
-369	60	-17
-331	51	-18
-325	60	-18
-306	46	-10
-283	54	-12
-278	44	-16
-246	38	-13
-244	43	-18
-231	53	-19
-235	37	-17
-222	40	-12
-218	31	-12
-206	30	-20
-213	37	-16
-211	38	-17
-196	26	-25
-188	21	-13
-186	38	-5
-192	35	-14
-171	27	-11
-174	36	-18
-193	27	-15
-183	30	-16
-164	24	-16
-167	24	-16
-161	31	-26
-154	18	-8
-164	31	-11
-158	17	20
-151	24	-5
-143	21	-10
-159	38	-7
-134	47	-15
-140	11	-26
-136	13	-14
-149	26	-19
-138	17	-10
-150	43	9
-109	11	-14
-130	29	-5
-130	19	-19
-139	21	-14
-116	18	-15
-119	34	-20
-122	19	-16
-127	21	-3
-131	11	11
-128	25	-17
-131	8	-4
-114	7	-9
-111	12	-5
-116	8	-24
-114	30	-22
-113	9	-19
-103	11	-19
-116	36	-1
-107	9	-16
-97	20	-10
-109	16	-19
-97	12	-30
-110	17	-24
-118	6	1
-106	10	-14
-109	13	-30
-112	7	-5
-88	25	9
-109	17	-27
-104	10	-14
-98	14	-9
-110	8	-9
-97	10	-18
-101	14	-10
-98	13	-3
-97	9	-17
-107	14	-15
-95	10	-25
-106	11	-12
-98	15	-17
-93	6	-17
-105	20	-29
-92	14	-28
-93	4	-28
-89	0	-22
-92	16	-25
-91	0	-1
-90	-10	16
-94	14	-17
-86	12	-30
-89	13	-9
-82	8	-6
-82	28	-28
-88	6	-13
-106	3	-25
-78	11	-1
-84	6	-22
-66	1	-20
1350	-55	-122
1591	-41	-136
2083	-23	-144
1896	-47	-171
1711	-23	-154
1802	-35	-164
1791	-38	-150
1688	-4	-125
1685	-33	-149
1744	-22	-159
1772	-6	-162
1722	-11	-161
1672	4	-152
1672	-11	-153
1678	-24	-147
1637	-16	-146
1683	-9	-149
1676	-17	-155
1552	5	-146
1738	-3	-99
1566	5	-150
1582	9	-147
1620	9	-146
1584	13	-146
1573	3	-147
1564	14	-153
1612	-4	-145
1617	0	-145
1579	8	-86
1570	32	-156
1595	12	-156
1577	15	-137
1576	2	-157
1580	14	-86
1596	11	-131
1573	11	-138
1569	8	-147
1580	10	-149
1565	9	-160
1562	23	-160
1554	13	-145
1578	30	-154
1557	18	-166
1554	11	-150
1567	18	-130
1624	15	-145
1583	21	-139
1524	20	-89
1535	23	-142
1582	9	-114
1540	11	-151
1555	18	-142
1551	31	-95
1559	20	-158
1558	23	-146
1556	15	-142
1550	19	-133
1537	41	-140
1555	38	-131
1554	33	-148
1549	33	-141
1534	25	-137
1548	18	-136
1540	29	-151
1558	22	-156
1524	21	-140
1523	25	-150
1539	29	-138
1531	26	-150
1524	26	-138
1536	23	-144
1525	25	-151
1351	21	-130
1384	61	-145
1383	38	-136
1551	26	-149
1406	36	-94
1611	23	-158
1518	35	-145
1530	26	-153
1463	30	-141
1452	27	-139
1511	34	-159
1581	17	-158
1494	28	-145
1489	33	-150
1174	121	-36
-428	106	-7
-362	103	-13
-332	84	-10
-321	72	-26
-281	71	-18
-270	67	-23
-266	61	-18
-243	62	-17
-253	59	-17
-258	64	-19
-233	61	-12
-235	50	-13
-221	50	-20
-210	50	-6
-203	50	-8
-198	47	-24
-195	43	-12
-201	41	-14
-187	45	-8
-188	37	-16
-188	33	-12
-184	33	-13
-181	45	-15
-176	45	-23
-171	50	-1
-168	30	2
-167	28	-22
-160	37	-14
-160	46	-13
-154	38	-4
-151	31	-7
-156	39	-21
-147	28	36
-145	30	-14
-133	35	-8
-148	35	-21
-131	30	-17
-151	29	7
-147	30	-6
-143	27	-14
-137	43	-25
-137	31	-8
-133	25	-3
-138	29	-10
-123	24	-18
-134	26	-17
-131	15	-6
-125	22	-9
-118	15	-7
-122	18	-3
-119	22	-17
-112	20	-21
-124	17	-8
-115	30	-17
-124	22	-11
-118	20	-8
-105	31	-14
-112	42	-14
-113	17	-18
-110	16	-3
-101	14	-20
-107	25	-12
-104	20	-12
-129	19	-16
-113	32	-15
-112	37	-17
-97	21	-8
-104	13	-10
-111	32	19
-108	24	-14
-99	16	-17
-100	20	-15
-97	21	-18
-86	24	-17
-110	13	-13
-102	3	-8
-93	20	34
-107	6	-4
-97	9	-22
-115	24	-13
-100	9	28
-104	5	-13
-105	14	7
-99	7	-10
-100	3	4
