883, -11023, 261, 261, -739
884, -11023, 261, 261, -739
883, -11024, 262, 262, -739
883, -11024, 261, 261, -739
883, -11024, 261, 261, -739
883, -11023, 261, 261, -739
884, -11024, 261, 261, -739
884, -11024, 261, 261, -739
883, -11023, 261, 261, -739
883, -11023, 261, 261, -739
884, -11024, 261, 261, -739
884, -11024, 261, 261, -739
883, -11024, 261, 261, -739
883, -11023, 260, 260, -739
883, -11024, 261, 261, -739
883, -11024, 261, 261, -739
882, -11023, 261, 261, -739
883, -11024, 261, 261, -739
884, -11023, 261, 261, -739
884, -11023, 261, 261, -739
883, -11025, 261, 261, -739
883, -11024, 261, 261, -733
883, -11024, 261, 261, -733
883, -11025, 261, 261, -733
883, -11024, 261, 261, -733
882, -11025, 261, 261, -733
882, -11025, 261, 261, -733
883, -11024, 260, 260, -733
883, -11025, 260, 260, -733
883, -11025, 260, 260, -733
882, -11024, 260, 260, -733
883, -11025, 261, 261, -733
883, -11024, 260, 260, -733
883, -11025, 261, 261, -733
883, -11025, 260, 260, -733
883, -11024, 260, 260, -733
883, -11024, 260, 260, -733
882, -11025, 260, 260, -733
882, -11024, 260, 260, -733
883, -11025, 260, 260, -733
883, -11025, 260, 260, -733
882, -11025, 260, 260, -733
882, -11024, 260, 260, -733
882, -11024, 260, 260, -733
883, -11025, 260, 260, -733
882, -11025, 260, 260, -726
882, -11025, 260, 260, -726
883, -11025, 260, 260, -726
883, -11025, 260, 260, -726
883, -11025, 260, 260, -726
882, -11024, 260, 260, -726
882, -11024, 260, 260, -726
882, -11023, 260, 260, -726
883, -11023, 260, 260, -726
883, -11023, 260, 260, -726
881, -11025, 260, 260, -726
881, -11025, 260, 260, -726
883, -11024, 260, 260, -726
882, -11024, 260, 260, -726
882, -11024, 260, 260, -726
882, -11023, 260, 260, -726
882, -11024, 259, 259, -726
882, -11024, 259, 259, -726
882, -11025, 260, 260, -726
882, -11025, 260, 260, -726
883, -11025, 260, 260, -726
883, -11024, 260, 260, -726
882, -11024, 260, 260, -726
882, -11024, 259, 259, -726
882, -11024, 260, 260, -726
883, -11024, 260, 260, -726
883, -11024, 260, 260, -726
881, -11024, 259, 259, -726
883, -11025, 260, 260, -716
883, -11024, 260, 260, -716
883, -11024, 260, 260, -716
882, -11025, 260, 260, -716
883, -11025, 260, 260, -716
883, -11024, 260, 260, -716
882, -11024, 260, 260, -716
881, -11024, 260, 260, -716
881, -11024, 260, 260, -716
882, -11024, 259, 259, -716
882, -11024, 259, 259, -716
882, -11025, 259, 259, -716
882, -11025, 260, 260, -716
883, -11025, 260, 260, -716
883, -11025, 260, 260, -716
882, -11025, 259, 259, -716
882, -11026, 260, 260, -716
881, -11025, 259, 259, -716
882, -11025, 260, 260, -716
882, -11025, 260, 260, -716
883, -11026, 260, 260, -716
883, -11025, 260, 260, -716
883, -11025, 260, 260, -716
882, -11025, 259, 259, -716
881, -11025, 259, 259, -716
881, -11025, 259, 259, -716
883, -11024, 260, 260, -716
882, -11025, 259, 259, -714
882, -11025, 259, 259, -714
883, -11024, 260, 260, -714
882, -11025, 259, 259, -714
881, -11026, 259, 259, -714
882, -11025, 259, 259, -714
882, -11025, 259, 259, -714
881, -11025, 259, 259, -714
881, -11025, 259, 259, -714
881, -11026, 259, 259, -714
882, -11025, 259, 259, -714
882, -11025, 259, 259, -714
882, -11025, 260, 260, -714
882, -11025, 259, 259, -714
882, -11025, 259, 259, -714
882, -11025, 259, 259, -714
881, -11025, 259, 259, -714
882, -11025, 259, 259, -714
882, -11026, 260, 260, -714
881, -11024, 259, 259, -714
881, -11025, 259, 259, -714
882, -11025, 259, 259, -714
881, -11025, 259, 259, -714
882, -11025, 259, 259, -714
881, -11025, 259, 259, -714
881, -11025, 259, 259, -714
881, -11025, 259, 259, -714
881, -11025, 259, 259, -714
882, -11025, 260, 260, -710
882, -11025, 260, 260, -710
882, -11025, 259, 259, -710
882, -11025, 259, 259, -710
883, -11025, 260, 260, -710
882, -11024, 259, 259, -710
882, -11024, 259, 259, -710
882, -11024, 260, 260, -710
882, -11025, 259, 259, -710
881, -11025, 259, 259, -710
882, -11024, 259, 259, -710
882, -11024, 259, 259, -710
882, -11024, 259, 259, -710
882, -11025, 259, 259, -710
882, -11025, 260, 260, -710
882, -11025, 259, 259, -710
882, -11025, 259, 259, -710
882, -11025, 259, 259, -710
881, -11025, 259, 259, -710
882, -11024, 259, 259, -710
882, -11024, 259, 259, -710
881, -11025, 259, 259, -710
881, -11025, 259, 259, -710
806, -11047, 233, 233, -710
803, -11049, 183, 183, -710
803, -11049, 183, 183, -710
801, -11050, 179, 179, -710
797, -11050, 177, 177, -704
796, -11050, 173, 173, -704
796, -11050, 173, 173, -704
793, -11050, 172, 172, -704
792, -11049, 169, 169, -704
789, -11049, 168, 168, -704
789, -11049, 168, 168, -704
788, -11049, 167, 167, -704
788, -11050, 166, 166, -704
786, -11050, 164, 164, -704
786, -11050, 164, 164, -704
786, -11050, 164, 164, -704
785, -11050, 163, 163, -704
784, -11049, 162, 162, -704
784, -11049, 162, 162, -704
784, -11048, 162, 162, -704
782, -11048, 161, 161, -704
782, -11049, 160, 160, -704
781, -11049, 160, 160, -704
781, -11050, 159, 159, -704
779, -11048, 158, 158, -704
779, -11049, 157, 157, -704
780, -11049, 157, 157, -704
780, -11049, 157, 157, -704
780, -11049, 157, 157, -704
780, -11049, 157, 157, -704
778, -11049, 156, 156, -704
777, -11050, 156, 156, -694
777, -11050, 156, 156, -694
777, -11049, 155, 155, -694
777, -11049, 155, 155, -694
778, -11050, 155, 155, -694
776, -11050, 154, 154, -694
775, -11049, 153, 153, -694
776, -11050, 153, 153, -694
775, -11050, 153, 153, -694
775, -11050, 153, 153, -694
775, -11050, 152, 152, -694
775, -11050, 152, 152, -694
773, -11050, 152, 152, -694
774, -11050, 152, 152, -694
775, -11049, 152, 152, -694
775, -11049, 152, 152, -694
772, -11051, 152, 152, -694
774, -11048, 151, 151, -694
773, -11049, 151, 151, -694
773, -11049, 151, 151, -694
773, -11049, 151, 151, -694
774, -11050, 151, 151, -694
773, -11050, 151, 151, -694
773, -11050, 151, 151, -694
772, -11050, 150, 150, -696
772, -11050, 150, 150, -696
772, -11050, 150, 150, -696
772, -11050, 150, 150, -696
773, -11050, 150, 150, -696
